Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-04-18,65.0,66.0,60.320999,62.0,62.0,25764700,Zoom
2019-04-22,61.0,68.900002,59.939999,65.699997,65.699997,9949700,Zoom
2019-04-23,66.870003,74.168999,65.550003,69.0,69.0,6786500,Zoom
2019-04-24,71.400002,71.5,63.16,63.200001,63.200001,4973500,Zoom
2019-04-25,64.739998,66.849998,62.599998,65.0,65.0,3863300,Zoom
2019-04-26,66.120003,66.989998,63.599998,66.220001,66.220001,1527400,Zoom
2019-04-29,66.529999,68.5,64.75,68.16999799999999,68.16999799999999,1822300,Zoom
2019-04-30,68.400002,72.519997,66.66999799999999,72.470001,72.470001,4113100,Zoom
2019-05-01,72.720001,76.949997,70.816002,72.760002,72.760002,3301900,Zoom
2019-05-02,72.75,75.889999,69.691002,75.5,75.5,2525300,Zoom
2019-05-03,75.0,80.25,75.0,79.18,79.18,2590300,Zoom
2019-05-06,75.010002,80.790001,74.5,78.239998,78.239998,2051800,Zoom
2019-05-07,77.849998,78.050003,73.25,73.33000200000001,73.33000200000001,1975200,Zoom
2019-05-08,74.610001,78.5,74.029999,77.68,77.68,2265500,Zoom
2019-05-09,76.849998,76.989998,74.0,75.209999,75.209999,1348200,Zoom
2019-05-10,75.790001,79.739998,74.769997,79.629997,79.629997,1555100,Zoom
2019-05-13,77.389999,77.389999,70.599998,72.540001,72.540001,2873200,Zoom
2019-05-14,74.120003,76.885002,73.110001,73.139999,73.139999,1950400,Zoom
2019-05-15,73.400002,80.0,72.209999,79.760002,79.760002,2426500,Zoom
2019-05-16,80.120003,87.550003,79.25,83.400002,83.400002,4580700,Zoom
2019-05-17,82.25,90.279999,81.879997,89.980003,89.980003,3442500,Zoom
2019-05-20,90.099998,91.459999,83.269997,84.66999799999999,84.66999799999999,3666800,Zoom
2019-05-21,86.629997,89.699997,84.5,85.440002,85.440002,2576000,Zoom
2019-05-22,84.629997,85.699997,82.0,82.43,82.43,1596400,Zoom
2019-05-23,81.25,81.5,77.260002,78.760002,78.760002,2856000,Zoom
