Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,1286.000000,1286.000000,1277.599976,1281.000000,1281.000000,19
2019-01-03,1286.800049,1292.000000,1286.699951,1291.800049,1291.800049,149
2019-01-04,1294.199951,1294.199951,1275.300049,1282.699951,1282.699951,10
2019-01-06,null,null,null,null,null,null
2019-01-07,1286.800049,1286.800049,1286.599976,1286.800049,1286.800049,34
2019-01-08,1280.500000,1283.199951,1278.199951,1283.199951,1283.199951,2
2019-01-09,1279.400024,1289.300049,1279.199951,1289.300049,1289.300049,54
2019-01-10,1284.699951,1284.699951,1284.699951,1284.699951,1284.699951,102
2019-01-11,1291.199951,1291.199951,1286.300049,1287.099976,1287.099976,0
2019-01-13,null,null,null,null,null,null
2019-01-14,1292.400024,1293.900024,1289.099976,1289.099976,1289.099976,11
2019-01-15,1290.099976,1292.699951,1286.199951,1286.199951,1286.199951,7
2019-01-16,1291.599976,1291.599976,1291.599976,1291.599976,1291.599976,3
2019-01-17,1291.599976,1292.699951,1288.500000,1291.000000,1291.000000,2
2019-01-18,1281.300049,1281.300049,1281.300049,1281.300049,1281.300049,10
2019-01-20,null,null,null,null,null,null
2019-01-22,1282.500000,1283.300049,1282.500000,1282.500000,1282.500000,3
2019-01-23,1281.699951,1283.900024,1278.699951,1283.099976,1283.099976,7
2019-01-24,1279.099976,1279.099976,1278.500000,1279.099976,1279.099976,14
2019-01-25,1297.400024,1297.400024,1297.400024,1297.400024,1297.400024,1
2019-01-27,null,null,null,null,null,null
2019-01-28,1300.800049,1307.099976,1298.400024,1302.400024,1302.400024,0
2019-01-29,1308.199951,1308.199951,1308.199951,1308.199951,1308.199951,54
2019-01-30,1310.400024,1323.400024,1308.099976,1309.900024,1309.900024,213607
2019-01-31,1320.000000,1325.400024,1316.699951,1319.699951,1319.699951,54958
2019-02-01,1320.300049,1320.699951,1315.400024,1316.900024,1316.900024,1970
2019-02-03,null,null,null,null,null,null
2019-02-04,1318.099976,1318.099976,1308.300049,1314.300049,1314.300049,878
2019-02-05,1311.099976,1315.099976,1311.000000,1314.199951,1314.199951,675
2019-02-06,1312.500000,1313.500000,1305.000000,1309.500000,1309.500000,362
2019-02-07,1302.900024,1310.400024,1302.199951,1309.400024,1309.400024,358
2019-02-08,1309.500000,1314.000000,1307.800049,1313.699951,1313.699951,203
2019-02-10,null,null,null,null,null,null
2019-02-11,1313.400024,1313.400024,1304.699951,1307.000000,1307.000000,122
2019-02-12,1310.000000,1312.000000,1307.599976,1309.199951,1309.199951,119
2019-02-13,1311.599976,1316.000000,1308.099976,1310.800049,1310.800049,109
2019-02-14,1305.000000,1311.800049,1301.599976,1309.800049,1309.800049,143
2019-02-15,1313.599976,1318.800049,1313.599976,1318.099976,1318.099976,858
2019-02-17,null,null,null,null,null,null
2019-02-19,1320.900024,1340.099976,1320.500000,1340.099976,1340.099976,190
2019-02-20,1342.199951,1344.000000,1338.000000,1343.300049,1343.300049,390
2019-02-21,1331.300049,1334.900024,1320.900024,1323.500000,1323.500000,581
2019-02-22,1324.199951,1331.300049,1321.000000,1329.199951,1329.199951,414
2019-02-24,null,null,null,null,null,null
2019-02-25,1329.199951,1331.599976,1325.599976,1325.900024,1325.900024,718
2019-02-26,1323.300049,1325.500000,1323.300049,1325.099976,1325.099976,185
2019-02-27,1327.699951,1327.900024,1316.500000,1317.699951,1317.699951,939
2019-02-28,1321.099976,1323.699951,1311.500000,1312.800049,1312.800049,604
2019-03-01,1312.199951,1312.199951,1288.900024,1296.400024,1296.400024,141
2019-03-03,null,null,null,null,null,null
2019-03-04,1285.500000,1287.000000,1281.900024,1284.800049,1284.800049,110
2019-03-05,1287.000000,1287.000000,1282.000000,1282.000000,1282.000000,28
2019-03-06,1287.099976,1287.099976,1282.599976,1284.900024,1284.900024,114
2019-03-07,1281.000000,1284.599976,1281.000000,1283.800049,1283.800049,14
2019-03-08,1292.099976,1297.400024,1291.599976,1297.000000,1297.000000,11
2019-03-10,null,null,null,null,null,null
2019-03-11,1291.000000,1291.000000,1288.800049,1288.800049,1288.800049,10
2019-03-12,1294.699951,1296.300049,1294.699951,1296.300049,1296.300049,9
2019-03-13,1307.500000,1307.500000,1307.500000,1307.500000,1307.500000,1
2019-03-14,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,0
2019-03-15,1300.900024,1304.699951,1300.500000,1301.800049,1301.800049,1
2019-03-17,null,null,null,null,null,null
2019-03-18,1297.300049,1302.199951,1297.300049,1300.300049,1300.300049,26
2019-03-19,1306.900024,1306.900024,1304.800049,1305.000000,1305.000000,8
2019-03-20,1300.699951,1300.699951,1300.500000,1300.500000,1300.500000,20
2019-03-21,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,2
2019-03-22,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
2019-03-24,null,null,null,null,null,null
2019-03-25,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,0
2019-03-26,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,19
2019-03-27,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,1
2019-03-28,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,206263
2019-03-29,1289.599976,1298.500000,1286.099976,1293.000000,1293.000000,87798
2019-03-31,null,null,null,null,null,null
2019-04-01,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,1265
2019-04-02,1286.300049,1290.900024,1284.500000,1290.000000,1290.000000,675
2019-04-03,1291.400024,1293.099976,1287.500000,1289.900024,1289.900024,525
2019-04-04,1290.599976,1292.599976,1279.500000,1289.000000,1289.000000,172
2019-04-05,1292.000000,1292.000000,1283.599976,1290.400024,1290.400024,269
2019-04-07,null,null,null,null,null,null
2019-04-08,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,181
2019-04-09,1298.500000,1304.900024,1298.500000,1303.500000,1303.500000,63
2019-04-10,1304.000000,1309.099976,1301.500000,1309.099976,1309.099976,30
2019-04-11,1307.000000,1307.099976,1288.599976,1288.599976,1288.599976,66
2019-04-12,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,420
2019-04-14,null,null,null,null,null,null
2019-04-15,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,607
2019-04-16,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,523
2019-04-17,1273.500000,1273.500000,1271.599976,1272.199951,1272.199951,643
2019-04-18,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,308
2019-04-21,null,null,null,null,null,null
2019-04-22,1273.500000,1273.500000,1273.500000,1273.500000,1273.500000,27
2019-04-23,1266.400024,1269.800049,1266.000000,1269.300049,1269.300049,147
2019-04-24,1268.400024,1275.500000,1267.800049,1275.500000,1275.500000,206
2019-04-25,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,518
2019-04-26,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,95
2019-04-28,null,null,null,null,null,null
2019-04-29,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,804
2019-04-30,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,568
2019-05-01,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,114
2019-05-02,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,70
2019-05-03,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,63
2019-05-05,null,null,null,null,null,null
2019-05-06,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,15
2019-05-07,1280.500000,1283.500000,1280.500000,1283.500000,1283.500000,12
2019-05-08,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,8
2019-05-09,1278.900024,1285.000000,1278.800049,1283.500000,1283.500000,5
2019-05-10,1285.400024,1286.500000,1283.300049,1285.699951,1285.699951,38
2019-05-12,null,null,null,null,null,null
2019-05-13,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,6
2019-05-14,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,56
2019-05-15,1296.900024,1296.900024,1296.000000,1296.300049,1296.300049,6
2019-05-16,1285.199951,1285.400024,1285.000000,1285.000000,1285.000000,55
2019-05-17,1280.000000,1280.000000,1274.500000,1274.500000,1274.500000,3
2019-05-19,null,null,null,null,null,null
2019-05-20,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,1
2019-05-21,1272.000000,1272.000000,1272.000000,1272.000000,1272.000000,20
