Date,Open,High,Low,Close,Adj Close,Volume,Name
2019-01-02,1286.0,1286.0,1277.599976,1281.0,1281.0,19.0,Gold
2019-01-03,1286.800049,1292.0,1286.699951,1291.800049,1291.800049,149.0,Gold
2019-01-04,1294.199951,1294.199951,1275.300049,1282.699951,1282.699951,10.0,Gold
2019-01-06,,,,,,,Gold
2019-01-07,1286.800049,1286.800049,1286.599976,1286.800049,1286.800049,34.0,Gold
2019-01-08,1280.5,1283.199951,1278.199951,1283.199951,1283.199951,2.0,Gold
2019-01-09,1279.400024,1289.300049,1279.199951,1289.300049,1289.300049,54.0,Gold
2019-01-10,1284.699951,1284.699951,1284.699951,1284.699951,1284.699951,102.0,Gold
2019-01-11,1291.199951,1291.199951,1286.300049,1287.099976,1287.099976,0.0,Gold
2019-01-13,,,,,,,Gold
2019-01-14,1292.400024,1293.900024,1289.099976,1289.099976,1289.099976,11.0,Gold
2019-01-15,1290.099976,1292.699951,1286.199951,1286.199951,1286.199951,7.0,Gold
2019-01-16,1291.599976,1291.599976,1291.599976,1291.599976,1291.599976,3.0,Gold
2019-01-17,1291.599976,1292.699951,1288.5,1291.0,1291.0,2.0,Gold
2019-01-18,1281.300049,1281.300049,1281.300049,1281.300049,1281.300049,10.0,Gold
2019-01-20,,,,,,,Gold
2019-01-22,1282.5,1283.300049,1282.5,1282.5,1282.5,3.0,Gold
2019-01-23,1281.699951,1283.900024,1278.699951,1283.099976,1283.099976,7.0,Gold
2019-01-24,1279.099976,1279.099976,1278.5,1279.099976,1279.099976,14.0,Gold
2019-01-25,1297.400024,1297.400024,1297.400024,1297.400024,1297.400024,1.0,Gold
2019-01-27,,,,,,,Gold
2019-01-28,1300.800049,1307.099976,1298.400024,1302.400024,1302.400024,0.0,Gold
2019-01-29,1308.199951,1308.199951,1308.199951,1308.199951,1308.199951,54.0,Gold
2019-01-30,1310.400024,1323.400024,1308.099976,1309.900024,1309.900024,213607.0,Gold
2019-01-31,1320.0,1325.400024,1316.699951,1319.699951,1319.699951,54958.0,Gold
2019-02-01,1320.300049,1320.699951,1315.400024,1316.900024,1316.900024,1970.0,Gold
2019-02-03,,,,,,,Gold
2019-02-04,1318.099976,1318.099976,1308.300049,1314.300049,1314.300049,878.0,Gold
2019-02-05,1311.099976,1315.099976,1311.0,1314.199951,1314.199951,675.0,Gold
2019-02-06,1312.5,1313.5,1305.0,1309.5,1309.5,362.0,Gold
2019-02-07,1302.900024,1310.400024,1302.199951,1309.400024,1309.400024,358.0,Gold
2019-02-08,1309.5,1314.0,1307.800049,1313.699951,1313.699951,203.0,Gold
2019-02-10,,,,,,,Gold
2019-02-11,1313.400024,1313.400024,1304.699951,1307.0,1307.0,122.0,Gold
2019-02-12,1310.0,1312.0,1307.599976,1309.199951,1309.199951,119.0,Gold
2019-02-13,1311.599976,1316.0,1308.099976,1310.800049,1310.800049,109.0,Gold
2019-02-14,1305.0,1311.800049,1301.599976,1309.800049,1309.800049,143.0,Gold
2019-02-15,1313.599976,1318.800049,1313.599976,1318.099976,1318.099976,858.0,Gold
2019-02-17,,,,,,,Gold
2019-02-19,1320.900024,1340.099976,1320.5,1340.099976,1340.099976,190.0,Gold
2019-02-20,1342.199951,1344.0,1338.0,1343.300049,1343.300049,390.0,Gold
2019-02-21,1331.300049,1334.900024,1320.900024,1323.5,1323.5,581.0,Gold
2019-02-22,1324.199951,1331.300049,1321.0,1329.199951,1329.199951,414.0,Gold
2019-02-24,,,,,,,Gold
2019-02-25,1329.199951,1331.599976,1325.599976,1325.900024,1325.900024,718.0,Gold
2019-02-26,1323.300049,1325.5,1323.300049,1325.099976,1325.099976,185.0,Gold
2019-02-27,1327.699951,1327.900024,1316.5,1317.699951,1317.699951,939.0,Gold
2019-02-28,1321.099976,1323.699951,1311.5,1312.800049,1312.800049,604.0,Gold
2019-03-01,1312.199951,1312.199951,1288.900024,1296.400024,1296.400024,141.0,Gold
2019-03-03,,,,,,,Gold
2019-03-04,1285.5,1287.0,1281.900024,1284.800049,1284.800049,110.0,Gold
2019-03-05,1287.0,1287.0,1282.0,1282.0,1282.0,28.0,Gold
2019-03-06,1287.099976,1287.099976,1282.599976,1284.900024,1284.900024,114.0,Gold
2019-03-07,1281.0,1284.599976,1281.0,1283.800049,1283.800049,14.0,Gold
2019-03-08,1292.099976,1297.400024,1291.599976,1297.0,1297.0,11.0,Gold
2019-03-10,,,,,,,Gold
2019-03-11,1291.0,1291.0,1288.800049,1288.800049,1288.800049,10.0,Gold
2019-03-12,1294.699951,1296.300049,1294.699951,1296.300049,1296.300049,9.0,Gold
2019-03-13,1307.5,1307.5,1307.5,1307.5,1307.5,1.0,Gold
2019-03-14,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,0.0,Gold
2019-03-15,1300.900024,1304.699951,1300.5,1301.800049,1301.800049,1.0,Gold
2019-03-17,,,,,,,Gold
2019-03-18,1297.300049,1302.199951,1297.300049,1300.300049,1300.300049,26.0,Gold
2019-03-19,1306.900024,1306.900024,1304.800049,1305.0,1305.0,8.0,Gold
2019-03-20,1300.699951,1300.699951,1300.5,1300.5,1300.5,20.0,Gold
2019-03-21,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,2.0,Gold
2019-03-22,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0.0,Gold
2019-03-24,,,,,,,Gold
2019-03-25,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,0.0,Gold
2019-03-26,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,19.0,Gold
2019-03-27,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,1.0,Gold
2019-03-28,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,206263.0,Gold
2019-03-29,1289.599976,1298.5,1286.099976,1293.0,1293.0,87798.0,Gold
2019-03-31,,,,,,,Gold
2019-04-01,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,1265.0,Gold
2019-04-02,1286.300049,1290.900024,1284.5,1290.0,1290.0,675.0,Gold
2019-04-03,1291.400024,1293.099976,1287.5,1289.900024,1289.900024,525.0,Gold
2019-04-04,1290.599976,1292.599976,1279.5,1289.0,1289.0,172.0,Gold
2019-04-05,1292.0,1292.0,1283.599976,1290.400024,1290.400024,269.0,Gold
2019-04-07,,,,,,,Gold
2019-04-08,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,181.0,Gold
2019-04-09,1298.5,1304.900024,1298.5,1303.5,1303.5,63.0,Gold
2019-04-10,1304.0,1309.099976,1301.5,1309.099976,1309.099976,30.0,Gold
2019-04-11,1307.0,1307.099976,1288.599976,1288.599976,1288.599976,66.0,Gold
2019-04-12,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,420.0,Gold
2019-04-14,,,,,,,Gold
2019-04-15,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,607.0,Gold
2019-04-16,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,523.0,Gold
2019-04-17,1273.5,1273.5,1271.599976,1272.199951,1272.199951,643.0,Gold
2019-04-18,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,308.0,Gold
2019-04-21,,,,,,,Gold
2019-04-22,1273.5,1273.5,1273.5,1273.5,1273.5,27.0,Gold
2019-04-23,1266.400024,1269.800049,1266.0,1269.300049,1269.300049,147.0,Gold
2019-04-24,1268.400024,1275.5,1267.800049,1275.5,1275.5,206.0,Gold
2019-04-25,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,518.0,Gold
2019-04-26,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,95.0,Gold
2019-04-28,,,,,,,Gold
2019-04-29,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,804.0,Gold
2019-04-30,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,568.0,Gold
2019-05-01,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,114.0,Gold
2019-05-02,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,70.0,Gold
2019-05-03,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,63.0,Gold
2019-05-05,,,,,,,Gold
2019-05-06,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,15.0,Gold
2019-05-07,1280.5,1283.5,1280.5,1283.5,1283.5,12.0,Gold
2019-05-08,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,8.0,Gold
2019-05-09,1278.900024,1285.0,1278.800049,1283.5,1283.5,5.0,Gold
2019-05-10,1285.400024,1286.5,1283.300049,1285.699951,1285.699951,38.0,Gold
2019-05-12,,,,,,,Gold
2019-05-13,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,6.0,Gold
2019-05-14,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,56.0,Gold
2019-05-15,1296.900024,1296.900024,1296.0,1296.300049,1296.300049,6.0,Gold
2019-05-16,1285.199951,1285.400024,1285.0,1285.0,1285.0,55.0,Gold
2019-05-17,1280.0,1280.0,1274.5,1274.5,1274.5,3.0,Gold
2019-05-19,,,,,,,Gold
2019-05-20,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,1.0,Gold
2019-05-21,1272.0,1272.0,1272.0,1272.0,1272.0,20.0,Gold
2019-05-22,1273.599976,1273.599976,1273.599976,1273.599976,1273.599976,0.0,Gold
2019-05-23,1284.800049,1284.800049,1284.800049,1284.800049,1284.800049,0.0,Gold
2019-05-24,1283.0,1283.0,1283.0,1283.0,1283.0,0.0,Gold
2019-05-26,,,,,,,Gold
2019-05-28,1276.5,1276.5,1276.5,1276.5,1276.5,9.0,Gold
2019-05-29,1280.599976,1280.599976,1280.599976,1280.599976,1280.599976,0.0,Gold
2019-05-30,1279.400024,1288.300049,1273.900024,1287.099976,1287.099976,189694.0,Gold
2019-05-31,1287.699951,1306.400024,1287.5,1305.800049,1305.800049,55573.0,Gold
2019-06-02,,,,,,,Gold
2019-06-03,1307.0,1327.800049,1307.0,1322.699951,1322.699951,2814.0,Gold
2019-06-04,1324.300049,1328.599976,1320.800049,1323.400024,1323.400024,812.0,Gold
2019-06-05,1328.900024,1343.300049,1326.300049,1328.300049,1328.300049,302.0,Gold
2019-06-06,1330.800049,1338.699951,1326.199951,1337.599976,1337.599976,622.0,Gold
2019-06-07,1333.099976,1347.699951,1329.800049,1341.199951,1341.199951,161.0,Gold
2019-06-09,,,,,,,Gold
2019-06-10,1335.800049,1336.5,1324.099976,1324.699951,1324.699951,240.0,Gold
2019-06-11,1328.400024,1328.400024,1319.099976,1326.400024,1326.400024,268.0,Gold
2019-06-12,1326.900024,1334.5,1326.900024,1331.900024,1331.900024,201.0,Gold
2019-06-13,1331.599976,1341.099976,1331.599976,1339.199951,1339.199951,139.0,Gold
2019-06-14,1345.400024,1355.400024,1339.300049,1340.099976,1340.099976,157.0,Gold
2019-06-16,,,,,,,Gold
2019-06-17,1339.0,1340.300049,1335.0,1338.699951,1338.699951,914.0,Gold
2019-06-18,1349.300049,1349.300049,1341.599976,1346.599976,1346.599976,76.0,Gold
2019-06-19,1344.0,1344.599976,1344.0,1344.599976,1344.599976,29.0,Gold
2019-06-20,1381.5,1392.900024,1379.5,1392.900024,1392.900024,129.0,Gold
2019-06-21,1406.0,1406.0,1390.300049,1396.199951,1396.199951,76.0,Gold
2019-06-23,,,,,,,Gold
2019-06-24,1406.0,1420.599976,1402.099976,1414.300049,1414.300049,35.0,Gold
2019-06-25,1418.099976,1433.300049,1414.900024,1414.900024,1414.900024,125.0,Gold
2019-06-26,1407.199951,1413.300049,1405.800049,1411.599976,1411.599976,105.0,Gold
2019-06-27,1407.0,1410.800049,1399.800049,1408.400024,1408.400024,1333.0,Gold
2019-06-28,1408.300049,1422.0,1408.300049,1409.699951,1409.699951,437.0,Gold
2019-06-30,,,,,,,Gold
2019-07-01,1386.599976,1395.800049,1382.800049,1385.599976,1385.599976,356.0,Gold
2019-07-02,1391.099976,1418.400024,1390.800049,1404.599976,1404.599976,214.0,Gold
2019-07-03,,,,,,,Gold
